,codename,guname,title,date,place,org_name,use_trgt,use_fee,player,program,etc_desc,org_link,main_img,rgstdate,ticket,strtdate,end_date,themecode
394,클래식,강동구,2022 서울시향 우리동네 음악회 관현악 (07.10),2022-07-10~2022-07-10,강동아트센터 대극장,,홈페이지 참고,무료. 예매 필수,,,,https://seoulphil.or.kr/perf/view?perfNo=4798&calendarDate=2022/07/01&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bf25026af71044c4b2434125530a3972&thumb=Y,2022-06-28,기관,2022-07-10 00:00:00.0,2022-07-10 00:00:00.0,
395,전시/미술,강서구,"전시온실에서 만나는 바다, 여름전시 시작!",2022-07-09~2022-09-16,서울식물원,서울식물원,홈페이지 참고,,,,,https://botanicpark.seoul.go.kr/front/board/newsView.do?sn=7861&searchCondition=&searchKeyword=&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e7b5ecab3134733b86dfbfc837e192b&thumb=Y,2022-07-12,기관,2022-07-09 00:00:00.0,2022-09-16 00:00:00.0,
396,문화교양/강좌,관악구,로컬 비즈니스 스쿨 #파운드-관악,2022-07-09~2022-09-03,관악문화재단 싱글벙글교육센터 1층 다목적 강당,,관악구 내 (예비)창업가 30명 내외,무료,,,,https://www.gfac.or.kr/html/notify/notify1_view.html?pk=1655721331681-b0cb19dd-7a00-4654-b441-1c7e28cef1be,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0956eeb4be884f2b872a9c9b183149f0&thumb=Y,2022-06-23,기관,2022-07-09 00:00:00.0,2022-09-03 00:00:00.0,기타
397,문화교양/강좌,종로구,지속가능한 세상을 위해 동물과 함께 산다는 것: 동물과의 공존,2022-07-09~2022-08-13,아름꿈도서관 & 온라인Zoom,,초등 고학년 및 청소년,,,,,https://www.jfac.or.kr/site/main/program/educ_always_list_view?pgIdx=1830,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=016ff6130e0f4c62bf80c0021833bd4a&thumb=Y,2022-06-09,기관,2022-07-09 00:00:00.0,2022-08-13 00:00:00.0,
398,문화교양/강좌,중구,웨이브 2022 [감각으로 소통하는 몸] 워크숍 참가자 모집,2022-07-09~2022-07-23,시민청 B2 태평홀,시민청,"청소년 1인 및 성인 보호자 1인, 2인 1조 구성",,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2554,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=807bb0269c6c4e56b9e6c0b44efb10eb&thumb=Y,2022-06-24,기관,2022-07-09 00:00:00.0,2022-07-23 00:00:00.0,
399,기타,서대문구,2022 청년예술가생애첫지원사업 [시詩작作 : 과정과 공유],2022-07-09~2022-07-09,1M SPACE (서울 서대문구 연세로4길 27 B1),https://ticket.co-star.kr,8세 이상,무료,"김솔지, 김은경, 이승민, 타무라 료",시를 위한 작창은 어떻게 하는 것일까? 아직 시작이라 잘 모르겠지만  끝이 보이지 않는 여정의 시작을 함께 나누고자 합니다.  (이 작품은 한국문화예술위원회 2022년 청년예술가생애첫지원사업으로 제작되었습니다.),,https://ticket.co-star.kr/shop/item.php?it_id=1656146384,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a2845d43ad9c45fe8f8ba9f91c471bd4&thumb=Y,2022-06-29,기관,2022-07-09 00:00:00.0,2022-07-09 00:00:00.0,기타
400,뮤지컬/오페라,노원구,어린이 가족 뮤지컬 [신데렐라],2022-07-09~2022-07-09,노원어린이극장,,36개월 이상,전석 2만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=272,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea70c5d0fafb4bd68ab1543c646836ee&thumb=Y,2022-07-01,기관,2022-07-09 00:00:00.0,2022-07-09 00:00:00.0,
401,연극,양천구,2022 찾아가는 유랑극단 [발이되기],2022-07-09~2022-07-09,갈산문화예술센터 4층 아이누리홀,양천문화재단,10세 이상,,,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=113&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e67e34f43a62498db4f9ad1dfe6bd696&thumb=Y,2022-06-27,기관,2022-07-09 00:00:00.0,2022-07-09 00:00:00.0,
402,전시/미술,중구,DDP 협력전시 [우리를 매혹시킨 20세기 디자인],2022-07-08~2022-08-21,DDP 배움터 지하2층 디자인전시관,,전 연령,,,,,http://www.ddp.or.kr//index.html?menuno=230&siteno=2&bbsno=425&boardno=15&bbstopno=425&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5681d03caa3548f388b8c088764a6374&thumb=Y,2022-07-13,기관,2022-07-08 00:00:00.0,2022-08-21 00:00:00.0,
403,축제-전통/역사,관악구,2022 관악강감찬축제 전승기념 퍼레이드 참가팀 모집 ,2022-07-08~2022-07-31,관악구청 → 강감찬대로(남부순환로) → 낙성대공원,,참여 구성원이 10명 이상으로 구성된 퍼포먼스팀,,,,,https://www.gfac.or.kr/html/notify/notify1_view.html?pk=1657260049415-d3cca8af-74ef-45ce-868b-a69465ea0ff6,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0725dbbb2cc240d389f1def3b9d4bc79&thumb=Y,2022-07-13,기관,2022-07-08 00:00:00.0,2022-07-31 00:00:00.0,기타
404,전시/미술,강남구,"[12m 아래, 종(種)들의 스펙터클]",2022-07-08~2022-07-23,코리아나미술관,,일반인/청소년,"10,000원",홍이현숙,"《12m 아래, 종(種)들의 스펙터클》은 최근 비인간 존재와의 연대와 공생에 대한 예술적 탐구를 이어오고 있는 작가 홍이현숙이 *c-lab 6.0 프로젝트의 일환으로 선보이는 집체 퍼포먼스입니다.",,http://www.spacec.co.kr/gallery/gallery4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d73e7d2bdba4ea0ae54293e5bba2ae9&thumb=Y,2022-06-28,시민,2022-07-08 00:00:00.0,2022-07-23 00:00:00.0,
405,국악,동대문구,연희 실험실 [놀이터],2022-07-08~2022-07-08,김희수아트센터 SPACE 1,,전체관람가,,,수림문화재단 수림아트랩 신작지원 2022 선정작,,http://www.soorimcf.or.kr/artcenter_03_53.html,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94f888087e944d469b3308fde3085de9&thumb=Y,2022-06-23,기관,2022-07-08 00:00:00.0,2022-07-08 00:00:00.0,
406,문화교양/강좌,종로구,우리 고전의 아름다운 성찬 : 우리고전미식회,2022-07-07~2022-10-20,우리소리도서관 & 온라인Zoom,,우리 고전에 관심있는 누구나,,,,,https://www.jfac.or.kr/site/main/program/educ_always_list_view?pgIdx=1832,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c920bd287f7946d6a741c058384d7241&thumb=Y,2022-06-09,기관,2022-07-07 00:00:00.0,2022-10-20 00:00:00.0,
407,문화교양/강좌,구로구,[꿈마을도서관] '손쉬운 그림책 2기',2022-07-07~2022-08-25,꿈마을도서관 3층 프로그램실,,성인,,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2216,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bd11e831f7a543a49222829bb831895b&thumb=Y,2022-06-15,기관,2022-07-07 00:00:00.0,2022-08-25 00:00:00.0,기타
408,전시/미술,중구,시민청 시민공모사업 [웨이브 2022] 7월 프로그램,2022-07-07~2022-07-30,시민청,,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=%EC%A0%84%EC%8B%9C&ing=active&sort=uid&mod=view&p=1&uid=2557,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a40888481484a36a6a4298af059a409&thumb=Y,2022-07-15,기관,2022-07-07 00:00:00.0,2022-07-30 00:00:00.0,
409,기타,마포구,"[서강도서관][7월/성인메이킹] (김유란 강사) 한 땀 한 땀, 크래프티비즘 / Book Cx클래스",2022-07-07~2022-07-28,3층 Book C,,바느질 초보자인 성인 10명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5207,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e6ad3467bd9448de8c92b04c06abbd7d&thumb=Y,2022-06-23,기관,2022-07-07 00:00:00.0,2022-07-28 00:00:00.0,기타
410,클래식,송파구,알렉상드르 캉토로프의 베토벤 피아노 협주곡 4번,2022-07-07~2022-07-08,롯데콘서트홀,,만 7세 이상,"R 100,000 S 80,000 A 50,000 B 30,000 C 10,000",,,,www.seoulphil.or.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3126d68d1f6c479586c9610e8506c54e&thumb=Y,2022-06-09,기관,2022-07-07 00:00:00.0,2022-07-08 00:00:00.0,기타
411,연극,구로구,기획 [찾아가는 유랑극단] 내 방망이 내놔!,2022-07-07~2022-07-07,오류문화센터,서울시립미술관,36개월 이상,무료(선착순),,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3569&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25ff8c3d9b854e8da0590fc4effa91ed&thumb=Y,2022-06-09,기관,2022-07-07 00:00:00.0,2022-07-07 00:00:00.0,
412,축제-기타,강북구,찾아가는 문화공연 [강북곳곳 버스킹](1),2022-07-07~2022-07-07,에피소드 수유 838 1층 그라운드(광장),강북문화재단,전체관람가,,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=118,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cd50f3efd94e435995a8f1176697afad&thumb=Y,2022-06-27,기관,2022-07-07 00:00:00.0,2022-07-07 00:00:00.0,
413,축제-기타,중구,책 읽는 서울광장 참신한 북 콘서트,2022-07-07~2022-07-07,서울광장,,서울시민 누구나,,,,,https://lib.seoul.go.kr/bbs/content/3_54579,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61a9d80897a641adaec05bb29c60ebf8&thumb=Y,2022-06-15,기관,2022-07-07 00:00:00.0,2022-07-07 00:00:00.0,
414,기타,강동구,제191회 목요예술무대 [환상의 미술공연 페인터즈],2022-07-07~2022-07-07,대극장 한강,강동문화재단,48개월 이상 관람가,"전석 5,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1800&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=209cb03abe8f469785d8f99e52cb1efb&thumb=Y,2022-06-10,기관,2022-07-07 00:00:00.0,2022-07-07 00:00:00.0,
415,전시/미술,중구,2022 신진미술인 전시지원 프로그램,2022-07-06~2022-11-20,"SeMA 벙커, SeMA 창고, 아트스페이스 보안 1 전시실",서울시립미술관,홈페이지 참고,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4e0c8607d3684afc99f2d4afa8f7bc93&thumb=Y,2022-07-01,기관,2022-07-06 00:00:00.0,2022-11-20 00:00:00.0,
416,기타,마포구,"[서강도서관][7-9월/길위의인문학] 다시, 여기, 지금 [K-마포]",2022-07-06~2022-09-17,마포구립서강도서관 등,,일반 30명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5107,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=beb236041e564444b47bf6091589cbf2&thumb=Y,2022-06-09,기관,2022-07-06 00:00:00.0,2022-09-17 00:00:00.0,기타
417,문화교양/강좌,종로구,Open Studio : 소원을 엮는 왕골공예,2022-07-06~2022-08-31,서울공예박물관 전시3동 1층,,모든 시민,,,,,https://craftmuseum.seoul.go.kr/progrm/view/80,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5c2f5ade137444ec8c26ef4d24c15e54&thumb=Y,2022-07-11,기관,2022-07-06 00:00:00.0,2022-08-31 00:00:00.0,
418,문화교양/강좌,도봉구,2022 도봉문화예술인 복지사업 [디비디비업(業) : 도봉예술인 역량강화 워크숍] 참여자 모집,2022-07-06~2022-08-03,둘리뮤지엄 도서관동 2층,도봉문화재단,문화예술 분야 종사자,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=710&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43a28a517d65440481d3ea947b4d3a39&thumb=Y,2022-06-15,기관,2022-07-06 00:00:00.0,2022-08-03 00:00:00.0,
419,문화교양/강좌,성북구,성북선잠박물관 2022 상반기 선잠아카데미 - 조선의 궁궐과 국가제사,2022-07-06~2022-07-27,성북선잠박물관(성북구 성북로 96) 1층 및 종묘 일원,,일반인,,,,,http://museum.sb.go.kr/lecture/lectureDetail.do?lecseq=416,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=326ea5054433429ba56fd537ffdf7fbf&thumb=Y,2022-07-02,기관,2022-07-06 00:00:00.0,2022-07-27 00:00:00.0,
420,영화,서초구,[서초문화원] 7월 수요시네마 '여름 더위 싹 날릴 시원한 바다와 함께하는 영화!',2022-07-06~2022-07-27,서초문화예술회관 아트홀,,15세 관람가,,,,,http://socc.or.kr/bbs/board.php?bo_table=sub04_01&year=2022&month=7&wr_id=332&sc_no=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=76acea9c7ada48c093be2a0fac6bda10&thumb=Y,2022-07-21,기관,2022-07-06 00:00:00.0,2022-07-27 00:00:00.0,
421,문화교양/강좌,구로구,[구로구립] 꿈마을도서관 '어른도 그림책 #여름',2022-07-06~2022-07-27,꿈마을도서관 3층 프로그램실,,성인,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=376bbabd30c24b40bf4cda7da510ab4b&thumb=Y,2022-06-15,기관,2022-07-06 00:00:00.0,2022-07-27 00:00:00.0,기타
422,전시/미술,중구,[신진미술인 전시지원 프로그램] 김현주 기획전 [너는 나를],2022-07-06~2022-07-24,SeMA 창고 1층 전시실,서울시립미술관,홈페이지 참고,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7deeb7b9d52b483481ee39a019e831f3&thumb=Y,2022-07-01,기관,2022-07-06 00:00:00.0,2022-07-24 00:00:00.0,
423,전시/미술,중구,[신진미술인 전시지원 프로그램] 전장연 개인전 [발끝으로 선 낮],2022-07-06~2022-07-24,SeMA 창고 1층 전시실,서울시립미술관,홈페이지 참고,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ad26b13cb4142698e95d9d6fdbd371e&thumb=Y,2022-07-01,기관,2022-07-06 00:00:00.0,2022-07-24 00:00:00.0,
424,축제-전통/역사,관악구,2022년 관악문화재단 [제1기 리틀강감찬] 단원 모집,2022-07-06~2022-07-17,관악문화재단,,관악구 소재 초등학교 6학년 학생,"30,000원",,,,https://www.gfac.or.kr/html/notify/notify11_view.html?pk=1657098193388-10fed58c-cf8c-4745-a816-5754df4d3869&sub=0,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=669d134e76f140f3b77c4df2735ac0d6&thumb=Y,2022-07-08,기관,2022-07-06 00:00:00.0,2022-07-17 00:00:00.0,어린이/청소년 문화행사
425,무용,종로구,앰비규어스댄스컴퍼니 `무교육적 댄스` _싱크넥스트22,2022-07-06~2022-07-08,세종S씨어터,,만 7세 이상 관람가,"전석 50,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33198&menuNo=200004&sdate=2022-07-06&searchWrd=&searchSort=1&searchCnd=1&edate=2022-08-06&searchPackage=&searchPlaceCdStr=P%2CALL&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59189bbc9b6b4a188cadbbe1fc08342a&thumb=Y,2022-07-06,기관,2022-07-06 00:00:00.0,2022-07-08 00:00:00.0,
426,클래식,관악구,S1472 클래식입문 렉처콘서트 '아이와 온 가족이 행복한 클래식 이야기',2022-07-06~2022-07-07,[관천로 문화플랫폼 S1472]서울특별시 관악구 관천로 53 1층 스타라운지,,누구나,,,,,https://www.instagram.com/p/CfLiXChvYZV/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cd7dcabc28a54cb59d102a2f9fbd83ae&thumb=Y,2022-06-29,기관,2022-07-06 00:00:00.0,2022-07-07 00:00:00.0,어린이/청소년 문화행사
427,클래식,중구,코리아쿱오케스트라의 [온 클래식],2022-07-06~2022-07-06,충무아트센터 대극장,,누구나,"일반 10,000원 / 중구민 5,000원",,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1442,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b4e65e9685dd486c95349b22029509b6&thumb=Y,2022-06-03,기관,2022-07-06 00:00:00.0,2022-07-06 00:00:00.0,기타
428,기타,마포구,"[서강도서관][7월/길위의인문학] (강유정 교수) K-Culture, 빛과 그림자 / 다시, 여기, 지금 [K-마포]",2022-07-06~2022-07-06,3층 세미나실,,일반 30명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5108,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ce7d095e8a874f75ab2056dd19c4e00d&thumb=Y,2022-06-09,기관,2022-07-06 00:00:00.0,2022-07-06 00:00:00.0,기타
429,영화,성동구,"중국영화 상영회 -7월 상영작 [미스터 궈, 안녕] 무료 관람 안내",2022-07-06~2022-07-06,성수아트홀,,"일반시민, 성동구민, 중국 영화 및 문화 관계자 등",,,,,https://www.sdfac.or.kr/kor/sdfac/culture/plan_view.do?p_idx=728,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d554cd8c67f4f02942f1f4a27ca4b15&thumb=Y,2022-06-30,기관,2022-07-06 00:00:00.0,2022-07-06 00:00:00.0,
430,축제-문화/예술,종로구,[2022 윤동주문학제] 제8회 전국 윤동주창작음악제,2022-07-05~2022-08-07,윤동주문학관 외 종로구 일대,,"개인 또는 단체(나이, 학력, 국적 제한 없음)",,,,,https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=1842,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5117e996265945a7b806ce382639dd23&thumb=Y,2022-06-30,기관,2022-07-05 00:00:00.0,2022-08-07 00:00:00.0,
431,문화교양/강좌,중구,독서아카데미 '현대과학 속 철학 이야기 : 영화로 책 읽기',2022-07-05~2022-08-02,서울도서관 4층 사서교육장,,서울시민,,,,,https://lib.seoul.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d624de7db9b343b3aca6e44064fecea9&thumb=Y,2022-06-14,기관,2022-07-05 00:00:00.0,2022-08-02 00:00:00.0,
432,전시/미술,중구,2022 남산골아트랩_非(비)틀다 두번째 전시 '뚝딱뚝딱' 1352,2022-07-05~2022-07-31,남산골한옥마을 도편수 이승업가옥,,전체,무료,,,,https://www.hanokmaeul.or.kr/ko/h/exh/2022-%EB%82%A8%EC%82%B0%EA%B3%A8%EC%95%84%ED%8A%B8%EB%9E%A9_%E9%9D%9E%EB%B9%84%ED%8B%80%EB%8B%A4-%EB%91%90%EB%B2%88%EC%A7%B8-%EC%A0%84%EC%8B%9C-%EB%9A%9D%EB%94%B1%EB%9A%9D%EB%94%B1-1352,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc365071fee6439c9f0cf319a783d095&thumb=Y,2022-07-05,기관,2022-07-05 00:00:00.0,2022-07-31 00:00:00.0,
433,전시/미술,강남구,추니박 기획개인전,2022-07-05~2022-07-30,올리비아박 갤러리 청담,www.oliviaparkgallery.com,누구나,무료,,,,http://oliviaparkgallery.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=32663a4a0a1e42199726a4bd6c7f9b51&thumb=Y,2022-07-07,시민,2022-07-05 00:00:00.0,2022-07-30 00:00:00.0,기타
434,전시/미술,강남구,최현주 개인기획전,2022-07-05~2022-07-30,올리비아박 갤러리 청담,www.oliviaparkgallery.com,누구나,무료,,,,http://oliviaparkgallery.com/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ba7fa495e2fd4e7e9fd54192527e5a22&thumb=Y,2022-07-07,시민,2022-07-05 00:00:00.0,2022-07-30 00:00:00.0,기타
435,콘서트,중구,시민청 [활력콘서트] 7월 공연,2022-07-05~2022-07-28,시민청 지하 1층 활짝라운지,시민청, 시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2553,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9c42413cf6a4fc38f8fcca5f2fd646d&thumb=Y,2022-06-24,기관,2022-07-05 00:00:00.0,2022-07-28 00:00:00.0,
436,문화교양/강좌,구로구,[구로구립]꿈마을도서관 '미술심리로 보는 나 #7월',2022-07-05~2022-07-26,꿈마을도서관 3층 프로그램실,,성인,,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2217,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4203259c48b84c6d8fe99ef331db1767&thumb=Y,2022-06-15,기관,2022-07-05 00:00:00.0,2022-07-26 00:00:00.0,기타
437,전시/미술,종로구,2022년 운현궁 기획전시 [운현궁書家의 풍경] (전민선 작가 개인전),2022-07-05~2022-07-10,운현궁 기획전시실,,전체관람가,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=862&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a239f06b1e144aa9d6eca51123bc559&thumb=Y,2022-07-06,기관,2022-07-05 00:00:00.0,2022-07-10 00:00:00.0,
438,영화,서초구,"[서초문화재단] 심산 영화관 ""비긴 어게인""",2022-07-05~2022-07-05,반포심산아트홀,,15세 이상,무료,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=450,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7a2b5f1affb34ad0a790ec844e3b1747&thumb=Y,2022-06-30,기관,2022-07-05 00:00:00.0,2022-07-05 00:00:00.0,기타
439,문화교양/강좌,송파구,송파문화학교 3분기 강좌일정 안내,2022-07-04~2022-09-24,송파문화원,송파문화원,홈페이지 참고,강의별 상이. 홈페이지 참고,,,,https://www.spcc.or.kr/spcccontents.asp?cc=0501&sp=215&Page_Current=1&v=&site=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f51926c4b1494e2383be7a4bed9602a1&thumb=Y,2022-06-30,기관,2022-07-04 00:00:00.0,2022-09-24 00:00:00.0,
440,전시/미술,서초구,서리풀 休 갤러리 [알음다움],2022-07-04~2022-09-23,서울특별시 서초구 반포동 114-3,,전체,,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=465,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=63615d4b8e9840dc8324f5526eab8a53&thumb=Y,2022-07-25,기관,2022-07-04 00:00:00.0,2022-09-23 00:00:00.0,
441,문화교양/강좌,도봉구,2022 도봉문화예술인 복지사업 [디비디비업(業) : 도봉예술인 크라우드 펀딩 멘토링] 참여자 모집,2022-07-04~2022-08-22,씨알방학간 3층 스페이스 씨알,도봉문화재단,도봉구 거점 전문 예술인,홈페이지 참고,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=711&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9bd90371ffb94f7cb244895b5cd28ade&thumb=Y,2022-06-15,기관,2022-07-04 00:00:00.0,2022-08-22 00:00:00.0,
442,영화,도봉구,2022 도봉시네마 7월 상영작 안내,2022-07-04~2022-07-25,도봉구민회관 3층 소공연장(*선착순 190석),,영화별 상이,,,,,http://www.dobong.or.kr/main/main.php?categoryid=06&menuid=01&groupid=00,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b1579362b4514ad08d83175fce7c43e8&thumb=Y,2022-07-04,기관,2022-07-04 00:00:00.0,2022-07-25 00:00:00.0,
443,전시/미술,중구,[공간지원사업] 성민희 : 자개씨의 세계여행,2022-07-04~2022-07-16,서울시청 시민청 지하1층 시민플라자B,,누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2556,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=38be399cdde54d8dab97f2db1093d22a&thumb=Y,2022-06-28,기관,2022-07-04 00:00:00.0,2022-07-16 00:00:00.0,
444,문화교양/강좌,광진구,[서울상상나라] 들락날락 문 속 세상,2022-07-03~2022-12-25,지하 1층 표현놀이실,https://www.seoulchildrensmuseum.org/education/educationList.do,5세 이상 어린이,"5,000원",,,,https://www.seoulchildrensmuseum.org/education/educationList.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=18f7a5a74d444a83abf6c4020fa902ae&thumb=Y,2022-06-10,기관,2022-07-03 00:00:00.0,2022-12-25 00:00:00.0,어린이/청소년 문화행사
445,전시/미술,도봉구,[도봉구민청] 묵향에 취하다,2022-07-03~2022-07-31,구민청 1층갤러리,,누구나 무료관람,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=722&searchkey=NAME&search_gb=&gubun=02&search_gb2=02&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=057ddb1008cf4b378ec799304ea61276&thumb=Y,2022-06-03,기관,2022-07-03 00:00:00.0,2022-07-31 00:00:00.0,
446,뮤지컬/오페라,성동구,번개맨 뮤지컬 : 우주 최강 번개 삼총사,2022-07-03~2022-07-17,소월아트홀,,24개월 이상 관람 가능,"R석 66,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=703&page=2&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b73a7518ad824028aa5eee93fe77cc02&thumb=Y,2022-06-29,기관,2022-07-03 00:00:00.0,2022-07-17 00:00:00.0,
447,국악,서초구,제1회 서울연희대전 [장구대전 - 첫 번째 ; 류파전],2022-07-03~2022-07-03,국립국악원 우면당,(주)더원아트코리아,8세 이상,"전석 30,000원",PROGRAM ？ 이동욱 - 김병섭류 호남우도농악 설장구 ？ 염창수 - 최상근류 호남좌도농악 설장구 ？ 임재태 - 김동언류 호남우도농악 설장구 ？ 김한준 - 박염류 영남농악 설장구 ？ 박현승 - 김형순류 호남우도농악 설장구 ？ 하현조 - 김기복류 안성남사당놀이 웃다리농악 설장구,,,http://theoneartkorea.com/80,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75e8858955cf44fc937dab4653a9d718&thumb=Y,2022-06-24,시민,2022-07-03 00:00:00.0,2022-07-03 00:00:00.0,기타
